year,name,ret,country
2007,Hong Kong,0.000437397,344
2016,Sweden,0.00043576,752
2022,Cameroon,0.00043554,120
2014,Malaysia,0.000434914,458
2021,Tunisia,0.000434405,788
2012,Sri Lanka,0.0004329,144
2021,Cameroon,0.000431034,120
2021,Yemen,0.000431034,887
2013,Tunisia,0.000430725,788
2019,Norway,0.000428908,578
2022,Romania,0.000428247,642
2006,Greece,0.000428113,300
2022,Iceland,0.00042735,352
2023,Qatar,0.000426439,634
2019,New Zealand,0.000426371,554
2021,Turkey,0.000426329,792
2021,United Kingdom,0.000426001,826
2016,Bangladesh,0.00042508,50
2014,Netherlands,0.000425023,528
2017,Slovakia,0.000424268,703
2014,Uruguay,0.000424088,858
2023,Iceland,0.000423908,352
2016,New Zealand,0.000422884,554
2012,China,0.0004225,156
2017,Bosnia & Herzegovina,0.000422297,70
2020,Australia,0.000420946,36
2011,Luxembourg,0.000418936,442
2020,Spain,0.000418734,724
2015,Japan,0.000418389,392
2018,Singapore,0.000418078,702
2015,Canada,0.000418074,124
2013,Sweden,0.000417145,752
2017,Switzerland,0.000416335,756
2013,Latvia,0.000415628,428
2021,Netherlands,0.000415465,528
2017,Tanzania,0.000415455,834
2006,Iran,0.000414938,364
2022,Turkey,0.00041345,792
2015,Romania,0.000412669,642
2015,Norway,0.000412447,578
2011,Turkey,0.000412253,792
2014,Czech Republic,0.000412252,203
2014,Turkey,0.000412139,792
2016,Spain,0.000411858,724
2023,Colombia,0.000411828,170
2020,Denmark,0.000411523,208
2023,Mongolia,0.000411015,496
2007,Norway,0.00040987,578
2014,Ecuador,0.000409836,218
2008,South Korea,0.000408702,410
2021,Japan,0.000408086,392
2008,Iran,0.000407373,364
2008,Denmark,0.000406764,208
2014,Serbia,0.000406752,688
2015,South Africa,0.000405696,710
2008,Singapore,0.000404826,702
2024,Iran,0.000404174,364
2013,South Africa,0.000404131,710
2019,Iraq,0.00040309,368
2009,Taiwan,0.000402112,158
2015,Italy,0.000400878,380
2018,Denmark,0.000400756,208
2016,United Arab Emirates,0.0004,784
2016,Turkey,0.000397483,792
2016,Morocco,0.000397193,504
2014,Belgium,0.000396927,56
2012,Qatar,0.000396825,634
2022,South Africa,0.000396533,710
2010,Lithuania,0.000396511,440
2013,Sri Lanka,0.000396511,144
2011,Denmark,0.000395552,208
2023,Russia,0.000395372,643
2015,Germany,0.000395218,276
2015,Slovenia,0.000395205,705
2019,Taiwan,0.00039513,158
2014,New Zealand,0.000393882,554
2023,Germany,0.00039384,276
2023,Sri Lanka,0.000393778,144
2020,Belgium,0.000392197,56
2021,Singapore,0.000389739,702
2013,United Kingdom,0.000389341,826
2023,United Kingdom,0.000389185,826
2018,Uganda,0.000388802,800
2021,Ghana,0.000387647,288
2009,Morocco,0.000387447,504
2019,France,0.000387315,250
2016,Germany,0.000387131,276
2021,Puerto Rico,0.000385654,630
2007,Croatia,0.000385208,191
2018,Norway,0.000382117,578
2022,Austria,0.00038205,40
2012,Jordan,0.000381388,400
2021,New Zealand,0.000379039,554
2017,Australia,0.000378991,36
2012,Hungary,0.000377572,348
2012,Estonia,0.000377358,233
2016,Switzerland,0.000377164,756
2020,Sri Lanka,0.000377003,144
2023,Bulgaria,0.000376176,100
2018,Nepal,0.000373274,524
2023,France,0.000372121,250
2020,Iraq,0.000371117,368
2010,Canada,0.000370464,124
2017,Vietnam,0.000370142,704
2014,Canada,0.000369292,124
2012,Germany,0.000367636,276
2009,Greece,0.000367175,300
2021,Belgium,0.000367115,56
2014,United States,0.00036474,840
2020,Slovakia,0.000364299,703
2019,Uganda,0.000364166,800
2019,Bosnia & Herzegovina,0.000363372,70
2012,Austria,0.000363339,40
2021,France,0.000361887,250
2013,Nepal,0.000360231,524
2023,Norway,0.000359783,578
2015,Tunisia,0.000359669,788
2022,Ecuador,0.000359635,218
2010,Japan,0.000359482,392
2013,Ireland,0.000358886,372
2010,Morocco,0.000358809,504
2016,Netherlands,0.000358402,528
2022,Hong Kong,0.000357896,344
2018,Hong Kong,0.000356273,344
2023,Spain,0.000355972,724
2016,Iraq,0.000355745,368
2010,Greece,0.000355661,300
2018,Canada,0.000354465,124
2017,Belgium,0.000354264,56
2012,Italy,0.000353905,380
2015,Kazakhstan,0.000353482,398
2021,Morocco,0.000353382,504
2017,United Kingdom,0.000353112,826
2015,Nigeria,0.000351346,566
2023,Turkey,0.000351179,792
2016,Algeria,0.000347947,12
2017,New Zealand,0.000347323,554
2024,Kenya,0.000347222,404
2023,Macau,0.000345901,446
2015,Austria,0.000345835,40
2023,Venezuela,0.000345781,862
2011,South Africa,0.000345702,710
2021,Sudan,0.000345066,736
2017,Singapore,0.000344545,702
2014,Singapore,0.00034371,702
2011,Saudi Arabia,0.000343485,682
2019,Tanzania,0.000342936,834
2019,Australia,0.000342746,36
2020,Croatia,0.000341939,191
2014,Costa Rica,0.00034153,188
2021,Sweden,0.000340928,752
2015,Taiwan,0.000339443,158
2020,Turkey,0.000338423,792
2023,New Zealand,0.000338314,554
2013,Switzerland,0.000338059,756
2009,Australia,0.000337677,36
2018,Germany,0.000337611,276
2019,Turkey,0.00033715,792
2012,Canada,0.000337083,124
2012,Greece,0.0003367,300
2017,Argentina,0.000335965,32
2015,Sweden,0.000335667,752
2020,Bosnia & Herzegovina,0.000335121,70
2015,France,0.000334045,250
2018,Kenya,0.000333444,404
2011,Israel,0.000333037,376
2007,Tunisia,0.000332779,788
2019,Nepal,0.000332392,524
2019,Netherlands,0.000331205,528
2015,Sri Lanka,0.000329381,144
2013,United States,0.000327865,840
2003,Romania,0.000327654,642
2017,Greece,0.000326052,300
2021,Portugal,0.000325483,620
2024,Turkey,0.000325424,792
2014,United Kingdom,0.000325366,826
2015,Nepal,0.000324992,524
2023,Mexico,0.000324549,484
2016,Portugal,0.000323698,620
2019,Singapore,0.000323546,702
2016,Kazakhstan,0.000322997,398
2016,Tunisia,0.000322789,788
2011,Bangladesh,0.000322061,50
2020,Kuwait,0.000321958,414
2020,Algeria,0.000321363,12
2018,Colombia,0.000320873,170
2005,Slovakia,0.000319183,703
2010,Algeria,0.000318776,12
2018,Greece,0.000318269,300
2007,Romania,0.000318218,642
2013,United Arab Emirates,0.000317662,784
2017,Canada,0.000316548,124
2024,Ghana,0.000316056,288
2017,Hong Kong,0.000315776,344
2017,Norway,0.000315196,578
2009,Algeria,0.000314762,12
2014,Peru,0.00031463,604
2021,Bosnia & Herzegovina,0.000314367,70
2022,Lithuania,0.000314317,440
2023,Argentina,0.000314,32
2018,Indonesia,0.00031334,360
2020,Lithuania,0.000312451,440
2019,Cameroon,0.000312402,120
2010,Norway,0.000312266,578
2004,Austria,0.000311964,40
2010,Finland,0.000311565,246
2007,South Korea,0.000311249,410
2010,Germany,0.000310919,276
2021,Ireland,0.000308765,372
2017,Netherlands,0.00030842,528
2022,New Zealand,0.000307629,554
2020,South Africa,0.000306777,710
2016,Israel,0.000306399,376
2012,Sweden,0.000306193,752
2013,Italy,0.000305787,380
2013,Bangladesh,0.000305717,50
2017,Estonia,0.00030553,233
2013,Jordan,0.000304414,400
2018,Netherlands,0.000303763,528
2018,Uruguay,0.000302663,858
2018,Turkey,0.000301821,792
2018,Latvia,0.000301205,428
2020,Norway,0.000301003,578
2007,Turkey,0.000300597,792
2024,Thailand,0.00029997,764
2020,Czech Republic,0.000299591,203
2024,Kazakhstan,0.000299401,398
2012,Taiwan,0.000297865,158
2017,Latvia,0.000297796,428
2016,Hungary,0.00029773,348
2014,Hong Kong,0.000297309,344
2020,Qatar,0.000297044,634
2012,United Kingdom,0.000296615,826
2014,China,0.000295672,156
2011,Morocco,0.000295596,504
2023,Greece,0.000294985,300
2023,Czech Republic,0.000294779,203
2012,Spain,0.000294653,724
2010,South Africa,0.000291864,710
2021,Finland,0.000291078,246
2019,Spain,0.000290484,724
2012,United States,0.000290172,840
2020,Nigeria,0.000289721,566
2016,Austria,0.000289572,40
2018,New Zealand,0.000289235,554
2019,Vietnam,0.000289164,704
2008,Croatia,0.000288892,191
2008,Nigeria,0.000288517,566
2016,Brazil,0.000288406,76
2022,Singapore,0.000288319,702
2024,Bangladesh,0.000287356,50
2016,Venezuela,0.000286862,862
2018,Australia,0.000286103,36
2023,Romania,0.000285959,642
2014,Portugal,0.000285459,620
2015,Hong Kong,0.000285286,344
2011,Austria,0.000284819,40
2017,Sri Lanka,0.000284252,144
2023,Canada,0.000283932,124
2024,United Arab Emirates,0.00028393,784
2010,United States,0.000283837,840
2017,Lebanon,0.000283286,422
2020,Ghana,0.000283286,288
2011,Italy,0.000283254,380
2014,South Africa,0.000282771,710
2020,Portugal,0.000282355,620
2007,Egypt,0.000281413,818
2009,United Kingdom,0.000279905,826
2015,Finland,0.000278358,246
2016,Croatia,0.000278242,191
2021,Mexico,0.000278109,484
2011,United States,0.000276948,840
2011,Serbia,0.000275824,688
2008,Japan,0.000275509,392
2019,Finland,0.000274833,246
2016,France,0.000274623,250
2014,Venezuela,0.000274348,862
2004,Romania,0.000274273,642
2012,Vietnam,0.000273823,704
2017,Cyprus,0.000273523,196
2018,Bulgaria,0.000273261,100
2013,Germany,0.00027132,276
2011,Spain,0.00027049,724
2024,Serbia,0.000269906,688
2009,Sweden,0.000268871,752
2019,South Africa,0.000267451,710
2017,Nigeria,0.000267394,566
2021,Luxembourg,0.00026688,442
2013,Belgium,0.000266176,56
2013,New Zealand,0.000266099,554
2014,Luxembourg,0.000266099,442
2023,Peru,0.000266081,604
2012,Israel,0.000265618,376
2019,Hong Kong,0.000265351,344
2023,Algeria,0.000265229,12
2019,Ireland,0.000264985,372
2017,Spain,0.000264866,724
2021,Azerbaijan,0.000264131,31
2013,Spain,0.000263801,724
2021,Switzerland,0.000263762,756
2011,Switzerland,0.000263054,756
2013,Lithuania,0.00026295,440
2021,Hong Kong,0.000262835,344
2020,Argentina,0.000262596,32
2007,Singapore,0.000262215,702
2023,Nigeria,0.000262209,566
2014,Switzerland,0.000262135,756
2018,Cuba,0.000261952,192
2010,Hong Kong,0.000261483,344
2019,Latvia,0.00026062,428
2014,Australia,0.000260005,36
2009,Bulgaria,0.000259875,100
2019,Germany,0.000259335,276
2009,Croatia,0.000259034,191
2010,Belgium,0.000258673,56
2017,Finland,0.000258643,246
2016,Norway,0.000256619,578
2014,Bangladesh,0.000255558,50
2004,India,0.000255371,356
2016,Chile,0.000255115,152
2013,Iraq,0.000255102,368
2023,Azerbaijan,0.000254647,31
2024,South Africa,0.000253271,710
2005,Greece,0.000253079,300
2014,Iraq,0.000252781,368
2012,Australia,0.000252601,36
2013,Canada,0.000252546,124
2024,Japan,0.000252474,392
2021,Norway,0.00025243,578
2015,Greece,0.000251953,300
2019,Ukraine,0.000251724,804
2008,Egypt,0.000251572,818
2012,Peru,0.000251004,604
2004,Portugal,0.000250815,620
2009,United States,0.000250459,840
2018,Sri Lanka,0.000249813,144
2024,Algeria,0.000249813,12
2017,Ghana,0.000249688,288
2013,Australia,0.000248324,36
2010,Ireland,0.000247668,372
2021,Peru,0.000247418,604
2013,Colombia,0.00024639,170
2021,Oman,0.000245218,512
2011,Sweden,0.000244843,752
2022,Uganda,0.00024432,800
2023,South Africa,0.00024429,710
2021,Nigeria,0.000244247,566
2013,France,0.000243867,250
2017,Germany,0.000243484,276
2014,France,0.00024286,250
2023,Estonia,0.000242424,233
2005,Iran,0.000241809,364
2021,Spain,0.000241732,724
2014,Israel,0.000241604,376
2019,Mexico,0.000240642,484
2007,Slovenia,0.000240096,705
2010,Ukraine,0.000239693,804
2017,France,0.000238954,250
2011,Brazil,0.000238534,76
2021,Denmark,0.000238083,208
2020,Kenya,0.000237671,404
2011,Ireland,0.000237285,372
2021,Croatia,0.00023609,191
2020,Cameroon,0.000234522,120
2010,Venezuela,0.000233754,862
2020,Estonia,0.000233699,233
2019,Romania,0.000233296,642
2020,Morocco,0.000232432,504
2009,Netherlands,0.000232141,528
2015,Czech Republic,0.000231571,203
2021,Nepal,0.000231481,524
2008,China,0.000231336,156
2021,Uruguay,0.000231054,858
2024,Iraq,0.000231054,368
2023,Belgium,0.000230649,56
2021,United Arab Emirates,0.000229235,784
2023,Cameroon,0.0002292,120
2019,Cyprus,0.000229148,196
2006,Finland,0.000228903,246
2022,Estonia,0.000228885,233
2015,Philippines,0.000227946,608
2011,Greece,0.000227881,300
2016,Philippines,0.000227842,608
2022,Mexico,0.000227456,484
2017,Jordan,0.000226449,400
2020,Finland,0.000226381,246
2019,Chile,0.000226193,152
2016,Czech Republic,0.000225242,203
2021,Austria,0.000225213,40
2020,Bulgaria,0.0002252,100
2019,United Arab Emirates,0.000225124,784
2019,Sri Lanka,0.000224517,144
2020,Romania,0.000224215,642
2018,Nigeria,0.000223404,566
2023,Sweden,0.00022326,752
2023,Chile,0.000223174,152
2021,Czech Republic,0.000222229,203
2021,Poland,0.000222115,616
2021,Latvia,0.000221976,428
2013,Brazil,0.000221074,76
2008,Czech Republic,0.000220087,203
2005,Turkey,0.000219853,792
2014,Slovakia,0.000219106,703
2015,Slovakia,0.00021901,703
2018,Ghana,0.000218962,288
2009,Hungary,0.000218341,348
2023,Tanzania,0.000218103,834
2013,Chile,0.000218087,152
2020,Belarus,0.000217581,112
2020,Slovenia,0.000217391,705
2017,South Africa,0.000217376,710
2022,Chile,0.000217052,152
2013,Denmark,0.000216599,208
2016,Argentina,0.000216544,32
2008,Portugal,0.000216185,620
2017,Hungary,0.000216029,348
2011,New Zealand,0.000215936,554
2013,Croatia,0.000214362,191
2006,New Zealand,0.000214293,554
2011,France,0.000214109,250
2023,Slovakia,0.000214087,703
2005,South Korea,0.000213858,410
2010,Italy,0.000213749,380
2015,Spain,0.000213375,724
2016,Denmark,0.00021189,208
2016,Kenya,0.000210261,404
2009,Canada,0.000209977,124
2017,Chile,0.000209205,152
2012,France,0.000208424,250
2019,Czech Republic,0.000207958,203
2007,South Africa,0.000207771,710
2018,Qatar,0.000207297,634
2023,Hungary,0.000205656,348
2009,Czech Republic,0.000204304,203
2020,Brazil,0.000203658,76
2022,Nigeria,0.000203406,566
2023,Switzerland,0.000202888,756
2021,Slovenia,0.000202819,705
2008,Taiwan,0.000201974,158
2013,Argentina,0.000201837,32
2024,Netherlands,0.000201579,528
2010,Austria,0.000200602,40
2007,Greece,0.000200468,300
2023,Ecuador,0.000200454,218
2019,Morocco,0.0001997,504
2018,Vietnam,0.000199681,704
2018,Poland,0.000199501,616
2005,Norway,0.000199422,578
2021,Thailand,0.000199378,764
2015,Croatia,0.000198669,191
2018,Hungary,0.000197941,348
2023,Denmark,0.000197913,208
2006,Argentina,0.000197258,32
2024,Greece,0.000196541,300
2014,Vietnam,0.000196348,704
2009,Slovenia,0.000195198,705
2012,Switzerland,0.000194567,756
2010,Netherlands,0.000194534,528
2010,Sweden,0.000194194,752
2009,Serbia,0.000194062,688
2015,Mexico,0.000193541,484
2007,China,0.000193518,156
2010,Slovakia,0.000193087,703
2020,Ireland,0.000192966,372
2006,Turkey,0.000192428,792
2018,Argentina,0.000191476,32
2007,Malaysia,0.000190876,458
2012,Cuba,0.000189789,192
2019,Belgium,0.000188925,56
2019,Poland,0.000188789,616
2019,Argentina,0.00018858,32
2007,Taiwan,0.000187441,158
2004,Chile,0.000186916,152
2021,Lebanon,0.000186846,422
2018,Czech Republic,0.000186428,203
2007,Israel,0.000186197,376
2011,Thailand,0.000185391,764
2019,Nigeria,0.000184686,566
2020,Mexico,0.000184589,484
2011,Mexico,0.000183905,484
2011,Argentina,0.0001837,32
2024,Malaysia,0.000182994,458
2022,Brazil,0.000182774,76
2017,Kenya,0.000182349,404
2023,Austria,0.000181675,40
2009,Japan,0.000180436,392
2003,Ireland,0.000180083,372
2015,Belgium,0.000180083,56
2011,Finland,0.000179932,246
2020,Austria,0.000179673,40
2004,Finland,0.000179565,246
2015,Chile,0.000179222,152
2010,Romania,0.000178987,642
2011,Slovenia,0.000177525,705
2018,Portugal,0.00017741,620
2019,Lithuania,0.000177274,440
2010,Chile,0.000176944,152
2024,India,0.000176912,356
2020,Costa Rica,0.000175469,188
2017,Denmark,0.000174902,208
2008,Turkey,0.000174284,792
2008,Austria,0.00017333,40
2024,Taiwan,0.0001733,158
2018,Brazil,0.00017204,76
2013,Nigeria,0.000171116,566
2021,Slovakia,0.000171072,703
2021,Israel,0.000169774,376
2017,Poland,0.000169559,616
2023,Lithuania,0.000169549,440
2010,Israel,0.00016952,376
2018,Belgium,0.000168915,56
2013,Austria,0.000168159,40
2006,United States,0.000166806,840
2008,United States,0.000165412,840
2020,Hungary,0.00016451,348
2019,Austria,0.000164247,40
2012,Norway,0.000162955,578
2022,Sri Lanka,0.000161812,144
2018,Philippines,0.000161655,608
2020,Poland,0.000161095,616
2008,Italy,0.00016078,380
2007,United States,0.000159817,840
2023,Finland,0.000159572,246
2004,Iran,0.000159464,364
2017,Thailand,0.000159363,764
2016,Poland,0.000158709,616
2012,Denmark,0.000157276,208
2021,Chile,0.000156378,152
2024,United Kingdom,0.000155336,826
2023,Portugal,0.000155131,620
2013,Finland,0.000155055,246
2019,Colombia,0.00015453,170
2012,Thailand,0.000154488,764
2024,Italy,0.000153662,380
2013,Slovenia,0.000153233,705
2022,Cyprus,0.000153069,196
2003,Hungary,0.000151837,348
2008,United Kingdom,0.00015164,826
2013,Norway,0.00015153,578
2007,Thailand,0.000151515,764
2012,Slovakia,0.000150105,703
2004,South Korea,0.000150038,410
2021,Algeria,0.00014782,12
2022,Ukraine,0.000147569,804
2023,Brazil,0.000147566,76
2004,Hungary,0.000147124,348
2017,Cuba,0.000146092,192
2017,Mexico,0.00014511,484
2014,Mexico,0.000145037,484
2016,Vietnam,0.000144886,704
2009,Russia,0.000144725,643
2010,France,0.000144703,250
2023,Netherlands,0.000144177,528
2011,Indonesia,0.000142969,360
2010,Denmark,0.000141972,208
2012,New Zealand,0.000141343,554
2003,Portugal,0.000141203,620
2016,Peru,0.000140944,604
2003,Switzerland,0.00014043,756
2021,Argentina,0.000138764,32
2010,Switzerland,0.000138523,756
2019,Kenya,0.000138045,404
2005,India,0.000137412,356
2011,Belgium,0.000137193,56
2021,Ecuador,0.000137061,218
2015,Portugal,0.000136175,620
2019,Philippines,0.000135465,608
2018,Mexico,0.000134391,484
2003,Argentina,0.000132926,32
2006,Denmark,0.000132908,208
2015,Brazil,0.000131739,76
2023,Morocco,0.000131588,504
2009,Germany,0.000131086,276
2009,Finland,0.000130856,246
2003,Netherlands,0.000130242,528
2004,New Zealand,0.00012945,554
2003,Italy,0.000129311,380
2013,Slovakia,0.000129199,703
2022,Peru,0.000128526,604
2003,Hong Kong,0.00012773,344
2024,France,0.000127609,250
2013,Mexico,0.000127166,484
2005,Sweden,0.000126684,752
2010,Mexico,0.000126481,484
2006,Israel,0.000126382,376
2015,Poland,0.000126267,616
2009,Belgium,0.000125415,56
2008,Malaysia,0.000125392,458
2003,Norway,0.000125219,578
2007,Denmark,0.000124727,208
2005,South Africa,0.000124704,710
2010,Spain,0.00012413,724
2008,Chile,0.000124008,152
2007,United Kingdom,0.000123713,826
2023,Slovenia,0.000123472,705
2004,Netherlands,0.000122745,528
2017,Morocco,0.00012207,504
2020,Chile,0.000122065,152
2009,Spain,0.000121821,724
2003,Czech Republic,0.000121418,203
2015,Russia,0.000121102,643
2010,Croatia,0.00012108,191
2016,Russia,0.000120964,643
2017,Brazil,0.000120384,76
2003,Germany,0.000120195,276
2006,Germany,0.00012009,276
2009,Switzerland,0.000119893,756
2007,Poland,0.000118761,616
2024,Ireland,0.000118624,372
2006,India,0.000118078,356
2009,Indonesia,0.000117994,360
2019,Bulgaria,0.00011744,100
2004,Turkey,0.000117295,792
2005,Brazil,0.000117272,76
2006,Ireland,0.000117082,372
2004,Australia,0.000116719,36
2021,Cuba,0.000116374,192
2017,Colombia,0.000116252,170
2005,New Zealand,0.000115075,554
2008,Hungary,0.000114732,348
2023,Israel,0.000113973,376
2022,Bulgaria,0.000113675,100
2007,Italy,0.000113069,380
2022,Slovenia,0.000113058,705
2010,Portugal,0.000112892,620
2006,Japan,0.000112763,392
2009,Italy,0.000112154,380
2014,Spain,0.000112043,724
2011,Croatia,0.000111807,191
2012,Finland,0.000111501,246
2014,Brazil,0.000110653,76
2007,Ireland,0.000110534,372
2009,France,0.000110346,250
2009,Chile,0.000110047,152
2024,Nigeria,0.000109685,566
2014,Poland,0.000109287,616
2009,Romania,0.000109278,642
2006,Switzerland,0.00010868,756
2018,Morocco,0.000108625,504
2017,Austria,0.000108605,40
2022,Kenya,0.000108143,404
2012,Croatia,0.000106872,191
2012,Poland,0.000106758,616
2021,Bulgaria,0.00010636,100
2021,Ukraine,0.000105091,804
2003,United States,0.000104716,840
2004,United States,0.000104504,840
2018,Slovakia,0.00010446,703
2023,Poland,0.000103958,616
2008,Ireland,0.000102817,372
2018,Austria,0.000102669,40
2006,Canada,0.000102341,124
2014,Croatia,0.000102041,191
2004,Singapore,0.00010201,702
2016,Mexico,0.000101911,484
2006,United Kingdom,0.000101614,826
2017,Bangladesh,0.00010099,50
2009,Denmark,0.000100806,208
2012,Brazil,1.00E-04,76
2019,Brazil,9.98E-05,76
2024,United States,9.91E-05,840
2018,Chile,9.83E-05,152
2019,Thailand,9.78E-05,764
2008,Switzerland,9.75E-05,756
2014,Finland,9.72E-05,246
2024,Spain,9.72E-05,724
2010,Brazil,9.66E-05,76
2009,Hong Kong,9.61E-05,344
2019,Slovakia,9.57E-05,703
2014,Norway,9.47E-05,578
2005,Germany,9.43E-05,276
2019,Algeria,9.38E-05,12
2008,Netherlands,9.34E-05,528
2017,Portugal,9.34E-05,620
2021,Brazil,9.21E-05,76
2003,Finland,9.21E-05,246
2023,Ireland,9.20E-05,372
2006,Italy,8.99E-05,380
2012,Indonesia,8.97E-05,360
2015,Colombia,8.94E-05,170
2019,Ecuador,8.92E-05,218
2024,Switzerland,8.77E-05,756
2018,Croatia,8.75E-05,191
2005,Japan,8.69E-05,392
2006,Spain,8.66E-05,724
2004,Italy,8.63E-05,380
2005,United States,8.62E-05,840
2003,Austria,8.61E-05,40
2011,Russia,8.60E-05,643
2004,Switzerland,8.53E-05,756
2012,Portugal,8.52E-05,620
2024,Australia,8.51E-05,36
2003,Taiwan,8.39E-05,158
2016,Indonesia,8.34E-05,360
2024,Singapore,8.33E-05,702
2008,Canada,8.32E-05,124
2012,Hong Kong,8.27E-05,344
2014,Hungary,8.10E-05,348
2012,Chile,8.08E-05,152
2008,Germany,8.07E-05,276
2005,France,7.94E-05,250
2007,Czech Republic,7.90E-05,203
2007,Sweden,7.82E-05,752
2024,Austria,7.75E-05,40
2008,France,7.74E-05,250
2006,Netherlands,7.73E-05,528
2012,Ireland,7.63E-05,372
2014,Ukraine,7.60E-05,804
2006,Australia,7.60E-05,36
2003,Poland,7.53E-05,616
2009,Argentina,7.51E-05,32
2023,Indonesia,7.49E-05,360
2007,Finland,7.49E-05,246
2008,Sweden,7.48E-05,752
2013,Poland,7.42E-05,616
2023,Hong Kong,7.40E-05,344
2006,France,7.39E-05,250
2020,Ecuador,7.39E-05,218
2007,Belgium,7.39E-05,56
2009,Poland,7.37E-05,616
2003,Turkey,7.32E-05,792
2005,United Kingdom,7.29E-05,826
2007,Japan,7.28E-05,392
2007,Australia,7.25E-05,36
2024,Portugal,7.08E-05,620
2012,Mexico,7.06E-05,484
2003,Mexico,7.06E-05,484
2008,Finland,7.03E-05,246
2010,Russia,7.00E-05,643
2003,France,6.96E-05,250
2007,Switzerland,6.90E-05,756
2024,South Korea,6.86E-05,410
2015,Ukraine,6.83E-05,804
2009,Brazil,6.78E-05,76
2004,Japan,6.75E-05,392
2008,Australia,6.75E-05,36
2010,Argentina,6.71E-05,32
2006,Austria,6.68E-05,40
2004,Poland,6.66E-05,616
2005,Israel,6.65E-05,376
2009,Norway,6.62E-05,578
2016,Belgium,6.62E-05,56
2005,Italy,6.57E-05,380
2020,Ukraine,6.51E-05,804
2005,Australia,6.39E-05,36
2004,Germany,6.36E-05,276
2015,New Zealand,6.31E-05,554
2017,Indonesia,6.29E-05,360
2007,Germany,6.29E-05,276
2013,Indonesia,6.19E-05,360
2019,Hungary,6.12E-05,348
2024,Belgium,6.03E-05,56
2008,Israel,6.01E-05,376
2014,Russia,5.98E-05,643
2011,Norway,5.78E-05,578
2022,Indonesia,5.69E-05,360
2008,Poland,5.61E-05,616
2005,Canada,5.55E-05,124
2004,United Kingdom,5.47E-05,826
2012,Argentina,5.41E-05,32
2013,Russia,5.24E-05,643
2007,Brazil,5.16E-05,76
2007,France,5.12E-05,250
2024,Sweden,5.09E-05,752
2021,Hungary,5.05E-05,348
2012,South Africa,5.04E-05,710
2007,Canada,5.04E-05,124
2003,Canada,5.01E-05,124
2007,Netherlands,4.97E-05,528
2011,Portugal,4.96E-05,620
2006,China,4.95E-05,156
2013,Israel,4.91E-05,376
2007,Spain,4.89E-05,724
2004,France,4.86E-05,250
2014,Argentina,4.86E-05,32
2014,Colombia,4.82E-05,170
2020,Indonesia,4.80E-05,360
2004,China,4.76E-05,156
2003,China,4.72E-05,156
2003,Sweden,4.65E-05,752
2015,Argentina,4.61E-05,32
2017,Ukraine,4.54E-05,804
2004,Belgium,4.53E-05,56
2008,Spain,4.52E-05,724
2004,Sweden,4.52E-05,752
2003,Japan,4.41E-05,392
2021,Indonesia,4.40E-05,360
2016,Colombia,4.36E-05,170
2018,Finland,4.18E-05,246
2022,Argentina,4.12E-05,32
2011,Poland,4.06E-05,616
2014,Austria,4.05E-05,40
2006,Brazil,4.05E-05,76
2006,Sweden,4.00E-05,752
2005,Switzerland,3.99E-05,756
2005,Spain,3.89E-05,724
2005,China,3.86E-05,156
2005,Taiwan,3.55E-05,158
2019,Indonesia,3.53E-05,360
2018,Ukraine,3.44E-05,804
2008,Belgium,3.41E-05,56
2003,South Korea,3.22E-05,410
2006,Poland,3.20E-05,616
2004,Russia,3.17E-05,643
2004,Canada,3.15E-05,124
2006,Taiwan,3.13E-05,158
2005,Russia,3.09E-05,643
2008,Brazil,3.00E-05,76
2024,Russia,2.93E-05,643
2006,Russia,2.81E-05,643
2023,Ukraine,2.67E-05,804
2004,Brazil,2.64E-05,76
2003,United Kingdom,2.45E-05,826
2003,Spain,2.32E-05,724
2010,Poland,2.27E-05,616
2012,Russia,2.03E-05,643
2024,Brazil,2.01E-05,76
2017,Swaziland/Eswatini,1.89E-05,748
2024,Canada,1.83E-05,124
2021,Swaziland/Eswatini,1.55E-05,748
2024,Indonesia,1.47E-05,360
2024,Germany,1.29E-05,276
